Title|Place of publication|Date range of issues|Only one issue?|Primary Language|Secondary language|Format (print/microfilm|Condition|Periodical/Newspaper|Priority (L/M/H)|Plans for digitization|Alt title|Notes
Molokanskoe Obozrenie |Los Angeles, CA|1945, 1947, 1949||rus|eng,|P||N|||The Molokan Review; A Russian Molokan Annual Review|
Morskiia Zapiski |Inc|1955-1956, 1958||rus|eng|P||N|||The Naval Records; The Association of Russian Imperial Naval Officers in America|
Return to Top ||||rus||P||N||||
Moskva |Chicago, IL|1930-1931||rus|eng|P||N|||Moscow|
Nash Put' |Chicago, IL|1950, 1952-1954||rus|eng|P||N|||Our Way|
Nashi Vesti |New York, NY|1957-1965, 1967-1972||rus|eng|P||N|||Our News|
Niva |New York, NY|1954-1955||rus|eng|P||N|||Cornfield|
Novaia Rossiia |Pittsburgh, PA|1918||rus|eng|P||N|||New Russia|
Novy Golos |Chicago, IL|1951||rus|eng,|P||N|||New Herald|
Novy Put' |New York, NY (previously published in Paris, France)|||rus|eng|P||N|||The New Road|
Novy Zhurnal |New York, NY|1942, 1944-1953, 1955-date||rus|eng|P||N|||The New Review|
Obzor |Munich-Feldmoching, Germany|1948||rus|ger,eng|P||N|||Digest; previously titled Obzor Inostranno Pechati|
Obzor Russko Pechati |New York, NY|1953, 1956||rus|eng|P||N|||The Russian Press Digest|
One Church; Edinaia Tserkov|Youngstown, OH (previously published in New York, NY)|1952-1964, 1968-1980||rus|eng,|P||N||||
Opyt |London, Ontario, Canada|1984||rus|eng|P||N|||Experience|
Opyty |New York, NY|1953-1958||rus|eng|P||N|||Experiences|
Orthodox Alaska|Kodiak, AK|1979||rus|eng,|P||N||||
Orthodox Church in America Yearbook and Church Directory |Syosset, NY|1968-1973, 1975-1981||rus|eng,gre,|P||N|||previously titled Yearbook of the Russian Orthodox Greek Catholic Church in America|
Orthodox Education Day|Crestwood, NY|1970-1972, 1977-1980||rus|eng,|P||N||||
The Orthodox Herald|Vestal, NY|1952-1985||rus|eng,|P||N||||
Orthodox Life|Jordanville, NY|1950-date||rus|eng,|P||N||||
The Orthodox Word|Platina, CA (previously published in San Francisco, CA)|1965-date||rus|eng,|P||N||||
Pereklichka |New York, NY|1952-1954||rus|eng|P||N|||Roll Call|
Po Stopam Khrista |Berkeley, CA|1950-1979||rus|eng|P||N|||Following the Steps of Christ; Orthodox Quarterly|
Pravoslavnaia Rus'; Tserkovno-Obshchestvenny Organ |Jordanville, NY|1947-1948, 1951-date||rus|eng|P||N|||Orthodox Russia|
Pravoslavnaia Zhizn'; Ezhemiesiachnoe Prilozhenie k Zhurnalu |Jordanville, NY|1950-date||rus|eng|P||N|||Orthodox Life|
Pravoslavnoe Obozrienie; Periodicheski Zhurnal Russko Pravoslavno M'isli |Quebec, Canada|1968||rus|eng|P||N|||Orthodox Observer|
Pravoslavny Khristianski Viestnik' |Cleveland, OH|1925||rus|eng|P||N|||Orthodox Christian Herald|
Pravoslavny Prikhodski Listok' |New York, NY|1919||rus|eng|P||N|||Orthodox Parish Leaflet|
Pravoslavny Put' |Jordanville, NY|1950-1953, 1955-1976, 1978-1984||rus|eng|P||N|||The Orthodox Pathway; supplement to Pravoslavnaia Rus'|
Pravoslavny Tserkovny Kalendar' |Montreal, Quebec-Toronto, Ontario, Canada|1973, 1975-1977||rus|eng|P||N|||Orthodox Church Calendar; previously titled Kanadskyi Pravoslavny Kalendar|
Pravoslavny Tserkovny Kalendar |USSR|1961, 1964||rus|eng|P||N|||Orthodox Church Calendar|
Prizyv |New York, NY|1950-1954||rus|eng|P||N|||The Call|
Return to Top ||||rus||P||N||||
Put'-ko-Khristu |Winnipeg, Manitoba, Canada|1923||rus|eng|P||N|||The Way to Christ|
Put' Pravdy |Los Angeles, CA|||rus|eng|P||N|||The Way of Truth|
Revnitel' Pravoslaviia |New York, NY|1914-1915||rus|eng|P||N|||Zealot of the Christian Orthodoxy|
Rossiskaia Nezavisimost' |Brooklyn, NY|1963, 1964||rus|eng|P||N|||Russian Independence|
The Russian American|New York, NY|1976-1977, 1979-1985||rus|eng,|P||N||||
Russian Immigrants' Representative Association in America Information Bulletin|New York, NY|1958||rus||P||N||||
Russian National Society Bulletin|Columbus, NY|1921||rus|eng,|P||N||||
Russian Orthodox American Messenger |New York, NY|1902||rus|eng,|P||N|||supplement to Amerikanski Pravoslavny Viestnik'|
Russian Orthodox Catholic Church Yearbook|New York, NY|1953-1954||rus|eng,|P||N||||
Russian Orthodox Catholic Mutual Aid Society of U.S.A. Convention Reports|Wilkes-Barre, PA|1934, 1938, 1942, 1946, 1950, 1954, 1958||rus|eng,|P||N||||
Russian Orthodox Church of Christ the Savior Parish Bulletin|New York, NY|1949||rus||P||N||||
Russian Orthodox Greek Catholic Church of America Yearbook and Church Directory|New York, NY|1951-1954, 1956, 1958, 1960, 1962-1965, 1967||rus|eng,gre,|P||N||||
Russian Orthodox Journal|Donora, PA (place of publication varies)|1930-1984||rus|eng,|P||N||||
Russki Amerikanets |Long Island City, NY|1975-1976||rus|eng,|P||N|||The Russian American|
Russki Kalendar |New York, NY|1965||rus|eng|P||N|||Russian Calendar|
Russki Nastol'ni Kalendar--Spravochnik |New York, NY|1952, 1955, 1960, 1964, 1966||rus|eng|P||N|||Russian Desk Calendar--Reference Book|
Russki Pravoslavny Kalendar i Bogosluzhebnyia Ukazaniia |New York, NY|1959||rus|eng|P||N|||Russian Orthodox Calendar and Divine Service Instructions|
Russki Vestnik |New York, NY|1938-1942, 1947-1948, 1955, 1959-1961||rus|eng,|P||N|||Russian Herald|
Russko-Amerikanski Pravoslavni Kalendar |Wilkes-Barre, PA|1902, 1910, 1912-1917, 1921-1923, 1925-1927, 1929-1930, 1932-1933, 1936-1937, 1947, 1950||rus|eng,|P||N|||Russian American Orthodox Calendar; previously titled Pravoslavny Russko-Amerikanski Kalendar|
Russko-Amerikanski Pravoslavni'i Viestnik |Sea Cliff, Long Island, NY|1938-1954, 1963-1964, 1966||rus|eng|P||N|||The Russian American Orthodox Messenger|
Russkoe Delo |New York, NY|1959-1962, 1965-1967, 1970, 1972||rus|eng|P||N|||Russian Cause|
Russkoe Natsional'noe Obshchestvo. Biuleten' |New York, NY|1921||rus|eng|P||N|||The Russian National Society. Bulletin|
Russkoe Obozrenie |Chicago, IL|1929||rus|eng,|P||N|||Russian Review|
Russkoe Studencheskoe Khristianskoe Dvizhenie |Paris, France|1926-1936); microfilm: 1926-1936||rus|eng|M||N|||The Russian Student Christian Movement; previously titled Viestnik Russkago Studencheskago Khrystyianskago Dvizheniia|
Russkoe Studencheskoe Khristianskoe Dvizhenie. Vestnik |New York, NY-Paris, France|1962-1963||rus|eng|P||N|||The Russian Student Christian Movement. Messenger|
St. Herman Orthodox Calendar|Platina, CA|1978||rus|eng,|P||N||||
St. John's Russian Orthodox Church Yearbook|Passaic, NJ|1938-1939||rus|eng,|P||N||||
St. Mary's Russian Orthodox Church Bulletin|Minneapolis, MN|1952-1960, 1962-1963||rus|eng,|P||N||||
St. Vladimir's Orthodox Theological Seminary Newsletter|Crestwood, NY|1963-1964||rus|eng,|P||N||||
St. Vladimir's Theological Quarterly|Tuckahoe, NY|1952-1954, 1957-1964, 1969-date||rus|eng,|P||N||||
Return to Top ||||rus||P||N||||
Seiatel' Istin'i |Ashford, CT (previously published in Hartford, CT)|1955, 1967-1968||rus|eng|P||N|||The Sower of Truth; A Russian Christian Monthly|
Skautënik; Zhurnal Ptenchikov i Volchat San Frantsiissko Druzhiny NORS-R |San Francisco, CA|1963-1965||rus|eng|P||N|||The Scout; Magazine of the San Francisco Troop Birds and Wolves of NORS-R|
Soglasie |Los Angeles, CA|1954, 1956-1960, 1973, 1976||rus|eng|P||N|||Agreement|
Staroe Vremia; Literaturno-Istoricheskie Tetradi |New York, NY|1954||rus|eng|P||N|||Old Times; Literary-Historical Notebook|
Strannik; Ofitsial'ni Organ Russkoho Otdela Sobrani Bozhiikh |Garfield, NJ|1956||rus|eng|P||N|||Pilgrim; Official Organ of the Russian Division of the Assemblies of God|
Svobodnaia Rossiia |Los Angeles, CA|1955||rus|eng|P||N|||Free Russia|
Svobodnye Slovo |New York, NY|1915-1916||rus|eng,|P||N|||The Free Word|
Tovarishch' Russkago Immigranta v' Amerikie |New York, NY|1913||rus|eng|P||N|||Friend of the Russian Immigrant in America|
Troitski Pravoslavni Russki Kalendar |Jordanville, NY|1951-1966||rus|eng|P||N|||Trinity Orthodox Russian Calendar|
Vechnaia Rossiia |New York, NY|1962||rus|eng|P||N|||Eternal Russia|
Vera i Znanie |Kingston, NY|||rus|eng|P||N|||Faith and Knowledge|
Vestnik Pervopokhodnika |Los Angeles, CA|1963, 1967-1970, 1975-1976||rus|eng|P||N|||Society of First Campaign Combatants|
Viestnik' Obshchestva Russkikh' Veteranov' Veliko Vony |San Francisco, CA|1926-1965||rus|eng|P||N|||Messenger of the Russian Veterans of World War I|
Vpered |San Francisco, CA|1959-1960||rus|eng|P||N|||Forward|
Za Svobodu |New York, NY|1941-1943, 1945-1947||rus|eng|P||N|||For Freedom|
Za Vashu i Nashu Svobodu. Biuleten' |U|1965||rus|eng|P||N|||For Your and Our Freedom. Bulletin|
Zhar-Ptitsa; Ezhemiesiachnyi Literaturno-Khudozhest-Venny Zhurnal |San Francisco, CA|1952-1959||rus|eng|P||N|||Firebird; Monthly Literary and Arts Magazine|
Zlatotsviet; Ezhemiesiachny Literaturno-Khudo-Zhestvenny Zhurnal |Burlingame, CA|1962||rus|eng|P||N|||Asphodel; Monthly Literary and Arts Magazine|
Znamia Rossii |New York, NY|1953-1954, 1959-1970, 1972-1973||rus|eng|P||N|||The Banner of Russia|
